parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
2916079,20250,61895,82145,2,893,4,24,2017,4/24/2017,0,0,79900
2916087,20250,89048,109298,3,1104,4,13,2020,4/13/2020,0,0,145000
2916125,20250,58908,79158,2,880,11,23,2020,11/23/2020,0,0,146000
2916443,21425,64349,85774,2,920,8,4,2020,8/4/2020,0,0,172000
2916478,21060,86904,107964,3,1104,1,9,2020,1/9/2020,0,0,155000
2916508,22634,84641,107275,3,1633,6,19,2020,6/19/2020,0,0,163000
2917202,20250,103805,124055,4,1420,11,21,2019,11/21/2019,0,0,160000
2917334,20250,64875,85125,1,652,3,11,2019,3/11/2019,0,0,88000
2917351,20250,84475,104725,3,880,12,18,2020,12/18/2020,0,0,110000
2917351,20250,84475,104725,3,880,6,30,2017,6/30/2017,0,0,99900
2917474,20250,95810,116060,2,1101,3,29,2018,3/29/2018,0,0,124900
2940158,17227,61868,79095,2,897,8,30,2019,8/30/2019,0,1,116000
2917539,22307,69915,92222,2,1037,10,8,2020,10/8/2020,0,0,139000
7924561,30000,171330,201330,4,1611,7,3,2019,7/3/2019,0,0,269900
2917920,20250,44559,64809,2,740,11,13,2019,11/13/2019,0,0,67000
2918004,20250,56429,76679,2,880,2,28,2017,2/28/2017,0,0,79000
2918021,20250,70546,90796,2,766,6,1,2020,6/1/2020,0,0,135500
2918608,24419,75471,99890,4,864,2,10,2017,2/10/2017,0,0,117800
2919400,22680,72880,95560,3,1208,1,31,2020,1/31/2020,0,0,122000
2919426,19356,78647,98003,2,1016,3,28,2020,3/28/2020,0,0,130000
2919507,20250,110373,130623,4,1944,2,24,2017,2/24/2017,0,0,144100
2919531,25394,97957,123351,3,1337,10,29,2018,10/29/2018,0,0,145000
2919540,23085,120408,143493,4,1287,5,15,2019,5/15/2019,0,0,163000
8006311,37000,0,37000,3,1541,6,29,2020,6/29/2020,0,0,224000
2921811,11200,0,11200,,,10,7,2020,10/7/2020,0,0,48000
2921846,28900,0,28900,,,4,5,2019,4/5/2019,0,0,40000
2922982,21503,123307,144810,3,1359,11,25,2019,11/25/2019,0,0,183000
2923008,20010,99217,119227,3,1411,5,17,2019,5/17/2019,0,0,157000
2923067,20010,76136,96146,3,1411,9,15,2020,9/15/2020,0,0,195000
2923113,20010,86417,106427,2,1143,2,13,2019,2/13/2019,0,0,128000
2923181,20010,93654,113664,3,1248,4,24,2019,4/24/2019,0,0,135000
2923202,20010,117209,137219,3,1411,3,19,2019,3/19/2019,0,0,172000
2923211,22922,121756,144678,3,1428,9,27,2019,9/27/2019,0,0,160000
2924004,20010,95252,115262,3,1411,3,7,2020,3/7/2020,0,0,199000
2924021,21149,101368,122517,3,1248,11,30,2020,11/30/2020,0,0,215000
2924039,24978,108032,133010,2,1353,4,6,2017,4/6/2017,0,0,135000
2925477,20250,107549,127799,3,1248,6,18,2018,6/18/2018,0,0,142000
2926627,22317,133944,156261,2,1325,7,22,2019,7/22/2019,0,0,195000
2926694,24817,186421,211238,3,1596,1,9,2020,1/9/2020,0,0,215000
2927151,18400,120632,139032,3,1476,7,5,2018,7/5/2018,0,0,156000
2927151,18400,120632,139032,3,1476,6,2,2017,6/2/2017,0,0,118500
2927160,18400,109447,127847,3,1059,7,19,2019,7/19/2019,0,0,155000
2927259,17754,98309,116063,3,1030,4,23,2020,4/23/2020,0,0,162500
2927321,18400,111286,129686,3,1472,6,22,2018,6/22/2018,0,0,145000
2927321,18400,111286,129686,3,1472,4,3,2017,4/3/2017,0,0,105900
2928158,20280,118257,138537,3,1320,8,15,2019,8/15/2019,0,0,163000
2928379,19260,85603,104863,3,1092,10,5,2020,10/5/2020,0,0,180000
2930713,25959,0,25959,,,12,1,2020,12/1/2020,0,0,30000
2930756,23955,136314,160269,3,1722,2,12,2018,2/12/2018,0,0,173500
2930870,37500,292519,330019,,,4,16,2019,4/16/2019,0,0,375000
2931418,23311,153732,177043,3,1814,12,2,2019,12/2/2019,0,0,188500
2931426,58200,0,58200,,,10,28,2020,10/28/2020,0,0,59000
8006336,216956,0,216956,,,5,16,2019,5/16/2019,0,0,255000
2932538,39935,148007,187942,3,1690,5,8,2020,5/8/2020,0,0,243000
2932546,39120,40527,79647,3,960,9,13,2019,9/13/2019,0,0,75000
2932554,34485,176630,211115,4,1616,4,6,2018,4/6/2018,0,0,217000
2932619,39935,0,39935,,,6,19,2020,6/19/2020,0,0,35000
2936070,46805,0,46805,,,7,18,2017,7/18/2017,0,1,50000
2936410,23670,140839,164509,3,1635,5,3,2018,5/3/2018,0,0,170000
2936410,23670,140839,164509,3,1635,6,24,2020,6/24/2020,0,0,222000
2937858,49590,198807,248397,3,2134,10,25,2018,10/25/2018,0,1,320000
2941367,44330,237475,281805,4,3987,12,29,2017,12/29/2017,0,1,290000
2941537,44640,183523,228163,4,2096,1,16,2019,1/16/2019,0,1,260000
2941588,36864,166401,203265,3,1875,5,17,2019,5/17/2019,0,1,270000
2941596,42336,167223,209559,4,1970,2,28,2019,2/28/2019,0,1,270000
2943530,39395,264699,304094,3,3612,10,12,2019,10/12/2019,0,1,440000
7924633,30000,203024,233024,3,2043,7,23,2018,7/23/2018,0,0,251400
2419113,59672,87564,147236,4,1888,6,4,2020,6/4/2020,0,0,177000
2944811,25900,257279,283179,4,2979,5,18,2020,5/18/2020,0,1,340000
2945095,301400,0,301400,,,12,4,2018,12/4/2018,0,1,270000
8001966,30000,144090,174090,3,1450,12,19,2019,12/19/2019,0,1,236800
2951591,81600,113852,195452,3,1112,7,16,2020,7/16/2020,0,1,285500
2951877,86250,109265,195515,2,1032,10,8,2019,10/8/2019,0,1,229000
2951966,60000,75932,135932,2,728,8,4,2017,8/4/2017,0,1,154000
2951991,75000,112874,187874,2,1184,7,14,2017,7/14/2017,0,1,205000
2952024,75000,185274,260274,3,1826,6,29,2018,6/29/2018,0,1,278000
2952024,75000,185274,260274,3,1826,12,17,2020,12/17/2020,0,1,347500
2952091,90000,171064,261064,3,1653,7,30,2018,7/30/2018,0,1,300000
2952148,60000,107154,167154,2,1144,7,29,2020,7/29/2020,0,1,249900
2952172,98325,132233,230558,2,1472,1,27,2017,1/27/2017,0,1,245000
2952555,71250,150241,221491,2,1440,1,13,2020,1/13/2020,0,1,270000
8001967,30000,0,30000,3,1988,2,7,2020,2/7/2020,0,1,259900
2952776,73226,123752,196978,3,1295,7,31,2017,7/31/2017,0,1,253200
2953055,129200,408841,538041,3,2549,9,17,2019,9/17/2019,0,1,700000
2953063,123970,345551,469521,3,2272,8,19,2017,8/19/2017,0,1,550000
2953152,60950,197797,258747,3,1468,6,30,2017,6/30/2017,0,1,245000
2953195,60950,139601,200551,3,1164,8,4,2017,8/4/2017,0,1,222600
2953268,60950,263145,324095,3,2368,11,10,2017,11/10/2017,0,1,413500
2953276,60950,194464,255414,3,1164,5,16,2018,5/16/2018,0,1,263000
2953713,89250,230527,319777,3,1854,6,27,2019,6/27/2019,0,1,390000
2953764,80000,149815,229815,3,1856,6,28,2017,6/28/2017,0,1,315000
2953870,89250,263150,352400,3,2162,6,1,2019,6/1/2019,0,1,380000
2953969,85000,217783,302783,3,1728,2,19,2019,2/19/2019,0,1,375000
2953977,80000,224677,304677,3,2777,5,3,2017,5/3/2017,0,1,367000
2954051,62900,185357,248257,2,1506,3,1,2019,3/1/2019,0,1,290000
2954086,68000,220535,288535,3,1848,3,20,2017,3/20/2017,0,1,225000
2954086,68000,220535,288535,3,1848,6,24,2019,6/24/2019,0,1,310000
2954132,85000,185808,270808,3,1423,8,29,2018,8/29/2018,0,1,304000
2954302,189000,196772,385772,3,1564,6,28,2018,6/28/2018,0,1,410000
2954442,65408,143168,208576,3,1669,5,24,2019,5/24/2019,0,1,260000
2954507,106250,158657,264907,3,1889,6,23,2020,6/23/2020,0,1,342500
2954612,70686,197778,268464,3,1662,7,3,2019,7/3/2019,0,1,379000
2954957,65280,160242,225522,3,1614,6,5,2017,6/5/2017,0,1,259200
2954965,65280,225391,290671,3,1827,4,23,2019,4/23/2019,0,1,360000
2955058,65280,136348,201628,3,1440,4,12,2019,4/12/2019,0,1,230000
2955074,63648,137858,201506,2,1202,3,1,2019,3/1/2019,0,1,229000
2967218,70550,109924,180474,2,1161,9,1,2020,9/1/2020,0,1,205000
2955082,65136,147653,212789,3,1533,10,2,2018,10/2/2018,0,1,247000
2955104,64800,222506,287306,3,2813,7,30,2019,7/30/2019,0,1,346429
2955155,68000,303320,371320,3,3400,10,20,2017,10/20/2017,0,1,373000
2955228,104720,153238,257958,3,1629,7,25,2017,7/25/2017,0,1,322000
2955236,106250,176527,282777,4,1981,1,29,2019,1/29/2019,0,1,345000
2955236,106250,176527,282777,4,1981,9,1,2017,9/1/2017,0,1,350000
2955422,64464,214386,278850,3,1618,6,15,2020,6/15/2020,0,1,405000
2955422,64464,214386,278850,3,1618,1,5,2018,1/5/2018,0,1,377500
2955465,85000,246693,331693,3,1825,2,10,2017,2/10/2017,0,1,95000
2955473,85000,196411,281411,3,2093,9,17,2020,9/17/2020,0,1,370000
8001971,30000,160811,190811,3,1705,12,23,2019,12/23/2019,0,1,237900
8001972,30000,187144,217144,3,2108,12,17,2019,12/17/2019,0,1,236800
2955635,85000,281702,366702,3,1787,9,12,2017,9/12/2017,0,1,100000
2219025,30888,107365,138253,3,888,7,1,2019,7/1/2019,0,0,180000
2955643,66640,182716,249356,3,1425,9,6,2019,9/6/2019,0,1,292500
2219050,21375,125759,147134,3,1112,9,14,2020,9/14/2020,0,0,215000
2955775,210000,387096,597096,4,2501,8,29,2018,8/29/2018,0,1,689000
2955791,210000,161246,371246,3,1470,8,30,2017,8/30/2017,0,1,435000
2955805,210000,507937,717937,5,3268,6,11,2019,6/11/2019,0,1,860000
2955864,95920,258906,354826,5,3104,6,15,2017,6/15/2017,0,1,469900
2955937,94133,0,94133,,,2,20,2018,2/20/2018,0,1,110000
2957280,81500,296109,377609,3,2647,10,1,2017,10/1/2017,0,1,374000
2956151,81500,204892,286392,3,1571,5,1,2020,5/1/2020,0,1,405000
2956518,73440,206308,279748,3,2120,10,23,2020,10/23/2020,0,1,345000
8001974,30000,170507,200507,4,1872,11,27,2019,11/27/2019,0,1,229700
2956534,82820,166363,249183,2,1649,12,14,2017,12/14/2017,0,1,278500
2956631,81500,195935,277435,3,1783,1,31,2019,1/31/2019,0,1,335000
2956801,75000,208887,283887,3,1686,3,7,2018,3/7/2018,0,1,355000
2957000,81500,277047,358547,3,2508,8,30,2019,8/30/2019,0,1,402600
2959771,70315,148407,218722,3,1507,7,5,2017,7/5/2017,0,1,217000
2959797,70315,201419,271734,3,1961,8,31,2018,8/31/2018,0,1,275000
2961015,77350,142383,219733,2,1152,3,7,2018,3/7/2018,0,1,240000
2961121,77350,175162,252512,4,2484,12,29,2020,12/29/2020,0,1,147500
2961678,65280,164056,229336,3,1621,10,25,2019,10/25/2019,0,1,256000
2961686,65280,142248,207528,2,1553,2,9,2017,2/9/2017,0,1,208000
2961694,65280,149993,215273,2,1448,12,28,2017,12/28/2017,0,1,258000
2962496,51120,121374,172494,2,1123,12,24,2019,12/24/2019,0,1,234000
2962496,51120,121374,172494,2,1123,11,30,2017,11/30/2017,0,1,220000
2962518,59640,137487,197127,3,1251,7,16,2018,7/16/2018,0,1,256200
2962534,53783,130299,184082,3,1208,3,20,2017,3/20/2017,0,1,239500
2962623,47712,134050,181762,2,1344,7,6,2019,7/6/2019,0,1,204700
2962623,47712,134050,181762,2,1344,5,17,2017,5/17/2017,0,1,183900
2962674,54805,155483,210288,2,1499,4,28,2017,4/28/2017,0,1,215000
2962674,54805,155483,210288,2,1499,7,12,2018,7/12/2018,0,1,235000
2962755,47712,139845,187557,3,1434,7,31,2018,7/31/2018,0,1,223000
2962755,47712,139845,187557,3,1434,11,1,2020,11/1/2020,0,1,265000
2962780,55891,141436,197327,3,1346,3,16,2019,3/16/2019,0,1,235000
2963336,73440,148174,221614,3,1830,5,7,2020,5/7/2020,0,1,235500
2965410,84475,198914,283389,3,1564,12,2,2019,12/2/2019,0,1,379900
2966696,71910,0,71910,,,6,17,2020,6/17/2020,0,1,82000
2966700,75098,120394,195492,2,1391,4,12,2019,4/12/2019,0,1,210000
2966785,100354,113322,213676,2,1172,4,30,2019,4/30/2019,0,1,260300
2967510,62662,167920,230582,2,1396,12,5,2019,12/5/2019,0,1,270000
2967536,61838,133403,195241,2,1334,12,5,2019,12/5/2019,0,1,227000
2967544,61838,164125,225963,2,1321,8,23,2018,8/23/2018,0,1,240000
2967994,55664,182349,238013,3,1246,6,30,2017,6/30/2017,0,1,265000
2968010,56232,132944,189176,2,1369,7,13,2018,7/13/2018,0,1,197500
2968028,65370,181771,247141,3,1708,6,30,2017,6/30/2017,0,1,307000
2968079,55664,115923,171587,3,1176,6,25,2020,6/25/2020,0,1,229000
2968788,66402,120310,186712,2,1025,3,17,2020,3/17/2020,0,1,220000
2968800,66402,138340,204742,2,1306,7,14,2020,7/14/2020,0,1,240000
2968877,66402,130390,196792,2,1254,2,28,2019,2/28/2019,0,1,220000
2969024,66402,147263,213665,3,1572,7,28,2020,7/28/2020,0,1,248500
2971894,54528,97952,152480,3,854,4,16,2020,4/16/2020,0,1,262500
2971983,63368,123208,186576,3,1354,6,10,2020,6/10/2020,0,1,256500
2972696,58682,104032,162714,3,903,6,29,2017,6/29/2017,0,1,166000
8001979,30000,182987,212987,3,1974,3,14,2019,3/14/2019,0,1,229500
2973901,66797,157323,224120,2,1651,8,27,2018,8/27/2018,0,1,275000
2974028,61344,168219,229563,3,1802,8,9,2019,8/9/2019,0,1,268000
2974737,55891,116246,172137,2,1110,4,15,2020,4/15/2020,0,1,280000
2974770,56573,119157,175730,3,1467,3,4,2019,3/4/2019,0,1,205000
2974796,56573,205001,261574,2,1467,11,4,2019,11/4/2019,0,1,320000
2974907,70886,169009,239895,5,1760,2,20,2020,2/20/2020,0,1,330000
2975741,76010,194614,270624,3,2170,11,27,2018,11/27/2018,0,1,257500
2978171,49500,102645,152145,3,840,5,29,2019,5/29/2019,0,1,182500
2978201,49500,77899,127399,2,1177,10,29,2019,10/29/2019,0,1,150000
2978309,49500,74239,123739,2,621,9,5,2018,9/5/2018,0,1,162500
2979593,47250,102506,149756,2,889,7,3,2019,7/3/2019,0,1,192000
2979593,47250,102506,149756,2,889,10,14,2017,10/14/2017,0,1,149500
2979615,47250,88163,135413,2,784,5,19,2020,5/19/2020,0,1,188000
2979631,47250,90825,138075,2,784,7,10,2019,7/10/2019,0,1,157200
2980702,49500,134598,184098,2,924,10,29,2019,10/29/2019,0,1,215000
2980702,49500,134598,184098,2,924,8,3,2020,8/3/2020,0,1,228000
2980729,49500,90697,140197,2,625,3,20,2020,3/20/2020,0,1,175000
2981253,68431,121157,189588,2,1036,5,18,2019,5/18/2019,0,1,220000
2981296,54150,78401,132551,2,756,8,15,2018,8/15/2018,0,1,165000
2981385,54150,81577,135727,2,756,6,5,2017,6/5/2017,0,1,149000
2981482,54150,116796,170946,2,816,4,26,2019,4/26/2019,0,1,200000
2982411,57950,111393,169343,3,1098,9,20,2018,9/20/2018,0,1,212000
2983035,57000,108543,165543,2,924,3,29,2019,3/29/2019,0,1,194000
2983035,57000,108543,165543,2,924,7,7,2017,7/7/2017,0,1,166900
2983051,57000,110876,167876,2,910,3,31,2017,3/31/2017,0,1,165000
2983051,57000,110876,167876,2,910,9,22,2018,9/22/2018,0,1,187000
2983213,58900,93169,152069,3,964,9,9,2020,9/9/2020,0,1,225000
2990597,67320,152654,219974,3,1271,4,25,2019,4/25/2019,0,1,267000
2991691,72250,154435,226685,4,1488,5,1,2020,5/1/2020,0,1,310000
2991747,144500,226059,370559,2,1809,9,25,2018,9/25/2018,0,1,425000
2992018,108356,169547,277903,3,2304,7,25,2017,7/25/2017,0,1,325400
2992956,70400,93711,164111,2,792,1,30,2018,1/30/2018,0,1,192000
2992964,70400,98823,169223,2,792,3,5,2019,3/5/2019,0,1,190000
2992999,70400,89944,160344,2,825,5,3,2018,5/3/2018,0,1,172500
2993855,68288,117464,185752,2,932,12,4,2017,12/4/2017,0,1,180000
2994746,49140,182080,231220,3,1949,7,2,2020,7/2/2020,0,1,300000
2994762,85000,193016,278016,3,1316,10,9,2018,10/9/2018,0,1,320000
2994771,49140,88595,137735,2,720,3,8,2019,3/8/2019,0,1,160000
2994789,49140,100062,149202,2,720,2,15,2017,2/15/2017,0,1,157000
2994789,49140,100062,149202,2,720,8,27,2019,8/27/2019,0,1,195000
2994827,51000,150086,201086,2,1209,3,14,2018,3/14/2018,0,1,257500
2995246,82450,0,82450,,,12,4,2020,12/4/2020,0,1,115000
2996595,43260,134534,177794,3,1473,5,16,2019,5/16/2019,0,0,214900
2997044,37044,165544,202588,4,1684,10,16,2018,10/16/2018,0,0,229000
2997087,37044,166903,203947,3,1881,6,30,2020,6/30/2020,0,0,265000
2998156,43286,198366,241652,3,1636,6,19,2017,6/19/2017,0,0,235000
2998199,47723,210843,258566,3,2000,12,14,2019,12/14/2019,0,0,283000
2999187,44121,137271,181392,3,1730,2,12,2020,2/12/2020,0,0,257000
7924706,30000,233846,263846,4,2374,3,14,2019,3/14/2019,0,0,313600
2999861,47972,206798,254770,4,2646,7,28,2017,7/28/2017,0,0,275000
3000781,35149,149474,184623,3,1879,9,23,2019,9/23/2019,0,0,260000
3000803,54075,222013,276088,4,2750,12,26,2019,12/26/2019,0,0,321500
3000811,53045,197010,250055,5,2876,7,13,2018,7/13/2018,0,0,295000
3000871,42120,167113,209233,4,1851,11,14,2017,11/14/2017,0,0,175000
3000871,42120,167113,209233,4,1851,6,25,2018,6/25/2018,0,0,259900
3000889,42120,170329,212449,3,2014,8,30,2017,8/30/2017,0,0,270000
7780291,69000,325348,394348,3,2301,10,15,2019,10/15/2019,0,0,452000
3000901,42120,173295,215415,4,2206,9,30,2020,9/30/2020,0,0,246500
3000927,42120,167135,209255,3,1764,7,28,2017,7/28/2017,0,0,250000
3001052,38329,155499,193828,3,1697,6,24,2019,6/24/2019,0,0,225000
3001061,43805,195105,238910,4,2096,1,22,2020,1/22/2020,0,0,257300
3001737,49955,254663,304618,4,2504,12,17,2018,12/17/2018,0,0,340000
3001737,49955,254663,304618,4,2504,12,29,2020,12/29/2020,0,0,391500
3001257,56022,337902,393924,5,4310,11,8,2018,11/8/2018,0,0,400000
3001303,39690,220102,259792,4,2146,12,11,2019,12/11/2019,0,0,330000
3001320,39690,224919,264609,5,3174,5,29,2019,5/29/2019,0,0,305000
3001419,39690,173917,213607,3,2190,8,6,2020,8/6/2020,0,0,245000
3001435,39690,197936,237626,6,2679,11,14,2019,11/14/2019,0,0,254000
3001443,40613,184868,225481,4,2164,9,17,2020,9/17/2020,0,0,305000
3001460,39690,199313,239003,3,2142,5,2,2018,5/2/2018,0,0,245000
3001524,39690,209355,249045,4,2392,8,11,2017,8/11/2017,0,0,270000
3001532,39690,221615,261305,4,2336,10,15,2020,10/15/2020,0,0,349900
3001567,39690,223249,262939,3,2583,8,28,2017,8/28/2017,0,0,275000
8001983,30000,237107,267107,4,3185,3,28,2019,3/28/2019,0,1,300300
8001984,30000,157995,187995,3,1596,5,31,2019,5/31/2019,0,1,218500
3001613,49495,237297,286792,4,2664,8,10,2020,8/10/2020,0,0,340000
3001621,42132,169590,211722,4,2560,5,3,2017,5/3/2017,0,0,259900
3001672,49955,189151,239106,3,1850,8,21,2017,8/21/2017,0,0,265000
8001988,30000,182873,212873,3,1980,11,27,2018,11/27/2018,0,0,225300
3002121,70789,275579,346368,4,3325,8,21,2017,8/21/2017,0,0,395000
3002172,53045,151079,204124,4,1960,2,22,2017,2/22/2017,0,0,232000
3002199,55697,370185,425882,4,4049,7,26,2018,7/26/2018,0,0,480000
3002288,53045,153956,207001,3,1926,11,10,2017,11/10/2017,0,0,258000
3002318,40905,351539,392444,3,4053,9,18,2017,9/18/2017,0,0,342500
3002342,44177,176154,220331,3,1906,6,30,2020,6/30/2020,0,0,284000
3002377,40905,146327,187232,3,1593,4,28,2020,4/28/2020,0,0,252500
3003292,44100,134746,178846,3,1536,12,12,2018,12/12/2018,0,0,182500
3004272,42000,126387,168387,3,1474,6,8,2020,6/8/2020,0,0,203000
3007387,49613,198555,248168,3,1686,11,18,2019,11/18/2019,0,0,355000
7780305,65100,334809,399909,3,2065,6,5,2017,6/5/2017,0,0,85000
3002661,40905,165320,206225,5,2020,1,10,2019,1/10/2019,0,0,240000
3002687,45360,232372,277732,4,2479,5,23,2017,5/23/2017,0,0,318000
3002768,51131,304695,355826,3,3475,5,21,2018,5/21/2018,0,0,450000
3003071,41580,139094,180674,3,1619,9,21,2020,9/21/2020,0,0,266000
3003241,42000,163352,205352,3,1468,4,25,2018,4/25/2018,0,0,236000
3003349,44625,143927,188552,3,1578,9,26,2019,9/26/2019,0,0,217000
3003471,42394,159291,201685,3,1858,9,23,2020,9/23/2020,0,0,247500
3003551,42000,150210,192210,3,1506,4,24,2018,4/24/2018,0,0,210000
3003632,44888,162033,206921,3,1558,4,28,2017,4/28/2017,0,0,188000
3003756,42394,144968,187362,3,1570,11,30,2017,11/30/2017,0,0,185000
3003764,44888,154856,199744,3,1648,6,29,2017,6/29/2017,0,0,175500
3003829,43680,142555,186235,3,1620,3,9,2018,3/9/2018,0,0,176800
3003853,44226,144411,188637,3,1839,8,21,2020,8/21/2020,0,0,239000
3003870,43680,147782,191462,3,1718,12,10,2019,12/10/2019,0,0,230000
3004370,42500,172956,215456,3,1742,9,25,2017,9/25/2017,0,0,246000
3004515,42394,148233,190627,3,1760,2,27,2019,2/27/2019,0,0,206000
3004515,42394,148233,190627,3,1760,4,20,2017,4/20/2017,0,0,185000
3004523,42525,150314,192839,3,1664,9,11,2019,9/11/2019,0,0,215000
3004558,42000,149913,191913,3,1598,8,10,2020,8/10/2020,0,0,240000
3004591,42000,199252,241252,3,2368,4,4,2018,4/4/2018,0,0,249900
3004655,42000,149176,191176,3,1713,2,18,2020,2/18/2020,0,0,247000
3004663,38934,145400,184334,3,1645,6,21,2017,6/21/2017,0,0,190000
3004671,42000,182591,224591,3,1617,10,26,2018,10/26/2018,0,0,255000
3005155,44625,165105,209730,3,1822,1,29,2018,1/29/2018,0,0,197000
3005201,44179,176776,220955,4,1959,12,21,2017,12/21/2017,0,0,220000
3005295,42000,142513,184513,3,1628,1,10,2020,1/10/2020,0,0,224500
3005341,42053,145953,188006,3,1660,1,12,2017,1/12/2017,0,0,180000
3005376,42525,159564,202089,4,1800,9,29,2020,9/29/2020,0,0,295000
3005384,42394,142095,184489,3,1570,4,26,2017,4/26/2017,0,0,178000
3005392,52500,152346,204846,3,1838,3,27,2020,3/27/2020,0,0,255000
3005511,52500,128480,180980,3,1439,7,28,2020,7/28/2020,0,0,245000
3007743,55125,214046,269171,3,2334,10,12,2017,10/12/2017,0,0,265000
3007778,49613,179534,229147,2,2458,7,29,2019,7/29/2019,0,0,322700
3007794,49613,155992,205605,3,1969,2,24,2020,2/24/2020,0,0,266500
3007808,55125,150040,205165,2,1686,12,12,2019,12/12/2019,0,0,256000
3007816,49613,188663,238276,3,1913,8,15,2017,8/15/2017,0,0,250000
3007930,49613,154540,204153,3,1820,9,2,2017,9/2/2017,0,0,204000
3008006,55125,187515,242640,3,2092,9,25,2018,9/25/2018,0,0,300000
3008031,49613,183148,232761,3,2499,12,22,2019,12/22/2019,0,0,235000
3008031,49613,183148,232761,3,2499,4,13,2018,4/13/2018,0,0,235000
3008049,45336,179082,224418,3,1773,12,27,2019,12/27/2019,0,0,246200
3008251,42394,145468,187862,3,1786,3,30,2020,3/30/2020,0,0,249900
2220449,19313,83238,102551,2,1334,11,17,2020,11/17/2020,0,0,168700
7780321,69000,413713,482713,4,3412,8,7,2018,8/7/2018,0,0,545000
7924714,30000,204339,234339,3,2043,2,1,2019,2/1/2019,0,0,267900
3008324,47250,152623,199873,3,1891,11,20,2020,11/20/2020,0,0,290000
3008375,44888,167504,212392,3,1921,7,18,2018,7/18/2018,0,0,250000
3008405,44888,191972,236860,3,2188,8,27,2020,8/27/2020,0,0,290000
3008472,44888,199291,244179,3,2216,11,5,2020,11/5/2020,0,0,260000
3008499,51621,169022,220643,3,1627,5,14,2019,5/14/2019,0,0,247000
3008626,42394,161060,203454,3,1910,7,28,2017,7/28/2017,0,0,234900
3008651,47250,179009,226259,4,2579,7,22,2020,7/22/2020,0,0,249900
3008677,52500,170463,222963,2,1825,1,31,2017,1/31/2017,0,0,225000
3008693,42394,132141,174535,3,1650,8,26,2019,8/26/2019,0,0,195000
3008723,45336,183504,228840,3,1841,12,29,2017,12/29/2017,0,0,160000
3008731,47132,200020,247152,3,2032,4,3,2018,4/3/2018,0,0,280000
3008804,52500,114370,166870,2,1434,11,8,2019,11/8/2019,0,0,180000
3008847,37406,167247,204653,3,1862,7,9,2019,7/9/2019,0,0,280000
3008898,54600,171432,226032,4,2254,10,24,2019,10/24/2019,0,0,280000
